tran_ratio_count_1D_90D,tran_ratio_count_1D_180D,tran_ratio_amount_10min_1D,tran_ratio_amount_1D_30D,tran_ratio_amount_1D_90D,tran_ratio_amount_1D_180D,isoddhr,Tran_avarage_amount_ratio,Label,transaction_id
0.0137,0.00758,0.18685,0.03504,0.01088,0.00594,0,0.58627,1,3163
0.01706,0.00945,0.1119,0.03929,0.01224,0.00668,0,0.39534,1,3164
0.02041,0.01132,0.1823,0.04893,0.01492,0.00816,0,0.78767,1,3165
0.02405,0.01318,0.15566,0.05743,0.018,0.00965,0,0.79656,1,3166
0.02414,0.01316,0.1974,0.05939,0.01884,0.01007,0,1.057,1,3167
0.01034,0.00563,0.42052,0.03495,0.01121,0.006,0,1.34513,0,3168
0.01375,0.00749,0.65378,0.05716,0.01863,0.01001,0,2.15508,0,3169
0.01712,0.00935,0.17857,0.06873,0.02258,0.01216,0,1.16385,1,3170
0.01375,0.00746,0.06351,0.05316,0.01733,0.00928,0,0.31631,1,3171
0.00692,0.00372,0.70903,0.0117,0.0038,0.00202,0,0.77079,1,3172
0.00692,0.00372,0.56152,0.01987,0.00616,0.00327,0,0.98709,1,3173
0.01034,0.00557,0.26082,0.02722,0.00831,0.00441,0,0.62028,0,3174
0.01375,0.00741,0.27633,0.03723,0.01145,0.00609,0,0.90811,0,3175
0.01384,0.00739,0.1464,0.03477,0.01034,0.00546,0,0.43141,1,3176
0.01724,0.00923,0.31802,0.04315,0.01291,0.00682,0,0.74163,1,3177
0.01384,0.00737,0.36876,0.03831,0.01158,0.00608,0,1.21575,0,3178
0.01384,0.00735,0.26712,0.03773,0.01143,0.006,0,0.87067,1,3179
0.01034,0.0055,0.3055,0.03492,0.0105,0.00552,0,0.91781,1,3180
0.00692,0.00366,0.58695,0.02653,0.0078,0.00408,0,1.3042,1,3181
0.01034,0.00548,0.35714,0.04067,0.01208,0.00633,0,1.23442,1,3182
0.01375,0.0073,0.15403,0.04924,0.01425,0.00747,0,0.62932,1,3183
0.01712,0.00911,0.281,0.05744,0.01672,0.00878,0,0.72151,1,3184
0.01712,0.00909,0.0992,0.05133,0.01501,0.00788,0,0.42832,0,3185
0.02055,0.01089,0.13816,0.06009,0.01745,0.00913,0,0.69216,1,3186
0.02389,0.01268,0.12032,0.06775,0.01979,0.01036,0,0.68523,1,3187
0.02041,0.01085,0.14798,0.04379,0.01285,0.00673,0,0.54822,1,3188
0.01701,0.00903,0.07036,0.03018,0.0088,0.0046,0,0.17815,1,3189
0.02034,0.01081,0.42953,0.05173,0.01533,0.00804,0,1.90652,0,3190
0.01701,0.00899,0.14083,0.04501,0.01338,0.00699,0,0.54389,1,3191
0.01356,0.00718,0.18415,0.03772,0.01114,0.00582,0,0.5933,1,3192
0.01689,0.00896,0.18619,0.04596,0.01365,0.00714,0,0.73713,1,3193
0.01014,0.00537,0.36634,0.02429,0.00723,0.00378,0,0.76915,1,3194
0.01351,0.00714,0.2943,0.0345,0.01024,0.00535,0,0.87558,1,3195
0.0034,0.00179,1.0,0.01061,0.00298,0.00155,0,0.86263,1,3196
0.00678,0.00357,0.22077,0.01358,0.00383,0.00199,0,0.2444,1,3197
0.01017,0.00535,0.60272,0.03388,0.00967,0.005,0,1.6795,1,3198
0.01356,0.00712,0.37568,0.05434,0.01544,0.00799,0,1.6768,0,3199
0.01689,0.00888,0.23016,0.06946,0.01997,0.01035,0,1.33443,1,3200
0.0202,0.01064,0.29668,0.09722,0.02816,0.01465,0,2.44569,1,3201
0.02013,0.01064,0.18407,0.10525,0.03072,0.01604,0,1.66505,1,3202
0.01678,0.00887,0.21706,0.10406,0.03075,0.01611,0,1.97446,1,3203
0.02007,0.01062,0.13268,0.1181,0.03529,0.01852,0,1.3916,1,3204
0.02341,0.01237,0.14372,0.13524,0.04104,0.02157,0,1.76028,1,3205
0.01014,0.00532,0.25695,0.0466,0.01435,0.00751,0,1.08991,1,3206
0.0101,0.00531,0.24623,0.04112,0.01275,0.00668,0,0.93106,1,3207
0.0101,0.00532,0.19221,0.02706,0.00843,0.00444,0,0.48087,0,3208
0.00676,0.00355,0.45208,0.00956,0.00299,0.00156,0,0.39677,0,3209
0.00673,0.00355,0.67664,0.01324,0.00417,0.00218,0,0.83023,1,3210
0.0101,0.00531,0.55067,0.029,0.00926,0.00483,0,1.50371,1,3211
0.01347,0.00707,0.30361,0.04262,0.01329,0.00692,0,1.1905,1,3212
0.01347,0.00707,0.1791,0.04628,0.01461,0.00759,0,0.76896,0,3213
1.0,1.0,1.0,1.0,1.0,1.0,1,0.72105,0,3214
1.0,1.0,0.50198,1.0,1.0,1.0,1,0.72678,0,3215
0.66667,0.66667,0.54086,0.68704,0.68704,0.68704,1,0.85614,0,3216
0.25,0.25,1.0,0.3428,0.3428,0.3428,0,1.20175,0,3217
0.4,0.4,0.5649,0.54521,0.54521,0.54521,1,1.56028,0,3218
0.16667,0.16667,1.0,0.14318,0.14318,0.14318,0,0.84659,0,3219
0.28571,0.28571,0.49095,0.24715,0.24715,0.24715,1,0.81649,0,3220
0.375,0.375,0.41478,0.35936,0.35936,0.35936,0,1.17869,0,3221
0.33333,0.33333,0.30256,0.32607,0.32607,0.32607,1,0.86553,0,3222
0.3,0.3,0.23729,0.28485,0.28485,0.28485,1,0.63598,0,3223
0.09091,0.09091,1.0,0.07759,0.07759,0.07759,1,0.79145,0,3224
0.16667,0.16667,0.57484,0.16517,0.16517,0.16517,1,1.0701,0,3225
0.23077,0.23077,0.35941,0.23597,0.23597,0.23597,1,1.04445,0,3226
0.07143,0.07143,1.0,0.03176,0.03176,0.03176,1,0.40401,0,3227
0.13333,0.13333,0.83459,0.1655,0.1655,0.1655,1,2.03842,0,3228
0.1875,0.1875,0.14543,0.18836,0.18836,0.18836,1,0.41564,0,3229
0.23529,0.23529,0.23106,0.23184,0.23184,0.23184,1,0.85883,0,3230
0.05556,0.05556,1.0,0.05029,0.05029,0.05029,1,0.84901,0,3231
0.10526,0.10526,0.55345,0.10602,0.10602,0.10602,1,1.05223,0,3232
0.05,0.05,1.0,0.09059,0.09059,0.09059,1,1.78639,0,3233
0.09524,0.09524,0.41301,0.14508,0.14508,0.14508,1,1.25689,0,3234
0.04545,0.04545,1.0,0.01971,0.01971,0.01971,0,0.42172,0,3235
0.04348,0.04348,1.0,0.04703,0.04703,0.04703,1,1.05606,0,3236
0.08333,0.08333,0.5507,0.09897,0.09897,0.09897,1,1.2944,0,3237
0.08,0.08,0.40109,0.0878,0.0878,0.0878,1,0.86687,0,3238
0.07692,0.07692,0.40324,0.05764,0.05764,0.05764,1,0.58576,0,3239
0.07407,0.07407,0.59951,0.05608,0.05608,0.05608,1,0.87683,0,3240
0.07143,0.07143,0.35607,0.05126,0.05126,0.05126,1,0.48486,0,3241
0.06897,0.06897,0.79691,0.08387,0.08387,0.08387,1,1.90256,0,3242
0.06667,0.06667,0.2743,0.08983,0.08983,0.08983,1,0.71914,0,3243
0.06452,0.06452,0.73558,0.08721,0.08721,0.08721,1,2.00052,0,3244
0.09375,0.09375,0.21149,0.10807,0.10807,0.10807,1,0.72944,0,3245
0.12121,0.12121,0.20998,0.13298,0.13298,0.13298,1,0.91673,0,3246
0.14706,0.14706,0.16076,0.15789,0.15451,0.15451,1,0.83628,0,3247
0.05714,0.05714,0.38834,0.04175,0.03998,0.03998,1,0.53095,0,3248
0.05556,0.05556,0.64413,0.04541,0.04243,0.04243,1,0.96103,0,3249
0.05405,0.05405,0.5,0.05684,0.05321,0.05321,1,0.96103,0,3250
0.07895,0.07895,0.24179,0.07363,0.06901,0.06901,1,0.61293,0,3251
0.07692,0.07692,0.5002,0.09049,0.08221,0.08221,1,1.57524,0,3252
0.075,0.075,0.15633,0.07708,0.06699,0.06699,1,0.40545,0,3253
0.02439,0.02439,1.0,0.04618,0.04038,0.04038,1,1.62907,0,3254
0.04762,0.04762,0.24957,0.06061,0.0531,0.0531,0,0.54179,0,3255
0.04651,0.04651,0.53609,0.03204,0.02813,0.02813,1,0.6261,0,3256
0.02273,0.02273,1.0,0.03924,0.03062,0.03062,1,1.3113,0,3257
0.04444,0.04444,0.43839,0.0694,0.05325,0.05325,1,1.0236,0,3258
0.04348,0.04348,0.45747,0.05824,0.0422,0.0422,1,0.86311,0,3259
0.02128,0.02128,1.0,0.02774,0.02025,0.02025,1,0.92421,0,3260
0.04167,0.04167,0.65843,0.07709,0.05707,0.05707,1,1.78157,0,3261
0.06122,0.06122,0.74847,0.10187,0.07594,0.07594,1,0.96851,0,3262
0.06,0.06,0.28294,0.10323,0.07753,0.07753,1,1.08515,0,3263
0.03922,0.03922,0.20092,0.03628,0.0273,0.0273,1,0.27286,1,3264
0.03846,0.03846,0.79892,0.03524,0.0267,0.0267,1,1.08412,0,3265
0.03774,0.03774,0.48044,0.05629,0.04026,0.04026,1,1.00249,0,3266
0.05556,0.05556,0.31432,0.08091,0.05765,0.05765,0,0.95652,0,3267
0.01818,0.01818,1.0,0.02449,0.01718,0.01718,1,0.92279,0,3268
0.03571,0.03571,0.51715,0.05054,0.03494,0.03494,1,0.98834,0,3269
0.01754,0.01754,1.0,0.01998,0.01352,0.01352,1,0.74942,1,3270
0.01724,0.01724,1.0,0.0439,0.02873,0.02873,1,1.64021,0,3271
0.0339,0.0339,0.18789,0.05535,0.03515,0.03515,1,0.37949,0,3272
0.05,0.05,0.23041,0.07075,0.04519,0.04519,1,0.60467,0,3273
0.03279,0.03279,0.64805,0.04547,0.02903,0.02903,1,1.1134,0,3274
0.03226,0.03226,0.42119,0.04984,0.03206,0.03206,0,0.8102,0,3275
0.03175,0.03175,0.4805,0.03964,0.02568,0.02568,1,0.74937,0,3276
0.01563,0.01563,1.0,0.04641,0.02769,0.02769,1,1.72967,0,3277
0.03077,0.03077,0.376,0.07235,0.04364,0.04364,1,1.04222,0,3278
0.04545,0.04545,0.16778,0.08766,0.05198,0.05198,1,0.55883,0,3279
0.01493,0.01493,1.0,0.04924,0.02742,0.02742,1,1.80676,0,3280
0.02941,0.02941,0.31548,0.07429,0.03956,0.03956,1,0.83271,0,3281
0.04348,0.04348,0.3079,0.10879,0.05618,0.05618,1,1.17423,0,3282
0.04286,0.04286,0.38172,0.09154,0.04696,0.04696,1,1.23909,0,3283
0.05634,0.05634,0.2056,0.11257,0.0584,0.0584,1,0.84012,0,3284
0.05556,0.05556,0.27418,0.11944,0.06296,0.06296,1,1.229,0,3285
0.0274,0.0274,0.41646,0.05561,0.02922,0.02922,1,0.87712,0,3286
0.02703,0.02703,0.24582,0.03126,0.01607,0.01607,1,0.28589,1,3287
0.02667,0.02667,0.81648,0.04222,0.02116,0.02116,1,1.27194,0,3288
0.03947,0.03947,0.56233,0.0915,0.04706,0.04706,1,2.0015,0,3289
0.05195,0.05195,0.22977,0.11564,0.06025,0.06025,1,1.06178,0,3290
0.01282,0.01282,1.0,0.04059,0.02052,0.02052,1,1.60686,0,3291
0.01266,0.01266,1.0,0.02342,0.01133,0.01133,1,0.89731,0,3292
0.025,0.025,0.47594,0.04376,0.0214,0.0214,1,0.81493,0,3293
0.03704,0.03704,0.20857,0.05554,0.02689,0.02689,1,0.45123,0,3294
0.0122,0.0122,1.0,0.02786,0.01323,0.01323,1,1.07881,0,3295
0.0241,0.0241,0.44258,0.0502,0.02349,0.02349,1,0.85654,0,3296
0.02381,0.02381,0.6777,0.0673,0.03156,0.03156,0,1.80108,0,3297
0.03529,0.03529,0.47288,0.1204,0.05823,0.05823,1,2.38411,0,3298
0.01163,0.01163,1.0,0.02882,0.01292,0.01292,1,1.13357,0,3299
0.02299,0.02299,0.46656,0.0527,0.02395,0.02395,1,0.99146,0,3300
0.01136,0.01136,1.0,0.04104,0.01845,0.01845,1,1.66756,0,3301
0.01124,0.01124,1.0,0.02279,0.00961,0.00961,1,0.87685,0,3302
0.01111,0.01111,1.0,0.04116,0.01691,0.01691,1,1.56942,0,3303
0.01099,0.01099,1.0,0.03008,0.01233,0.01233,1,1.15909,0,3304
0.01087,0.01087,1.0,0.02674,0.00963,0.00963,1,0.91342,0,3305
0.02151,0.02151,0.56954,0.06001,0.02208,0.02208,0,1.20853,0,3306
0.02128,0.02128,0.28828,0.04976,0.01758,0.01758,1,0.4895,0,3307
0.02105,0.02105,0.66151,0.0432,0.01482,0.01482,1,0.95666,0,3308
0.01042,0.01042,1.0,0.02492,0.0087,0.0087,1,0.85567,0,3309
0.02062,0.02062,0.34527,0.03757,0.01322,0.01322,1,0.45123,0,3310
0.01031,0.0102,1.0,0.03234,0.01044,0.01036,1,1.035,0,3311
0.01042,0.0101,1.0,0.02794,0.00813,0.00794,1,0.79953,0,3312
0.02062,0.02,0.61978,0.07027,0.02109,0.02062,1,1.30327,0,3313
0.0404,0.03922,0.79894,0.1262,0.03915,0.03828,1,0.41596,0,3314
0.0404,0.03922,0.79894,0.1262,0.03915,0.03828,1,1.45782,0,3315
0.0102,0.00971,1.0,0.03181,0.00895,0.00852,1,0.89271,0,3316
0.01031,0.00962,1.0,0.04158,0.01064,0.00996,1,1.05418,0,3317
0.01064,0.00952,1.0,0.05098,0.01345,0.01217,1,1.304,0,3318
0.01075,0.00943,1.0,0.06628,0.01514,0.01342,1,1.45765,0,3319
0.02128,0.01869,0.21054,0.09115,0.0191,0.01694,1,0.38873,0,3320
0.02105,0.01852,0.71325,0.06387,0.01389,0.01233,1,0.9669,0,3321
0.03125,0.02752,0.37313,0.09816,0.02197,0.01953,0,0.80692,0,3322
0.02083,0.01818,0.57891,0.08924,0.01933,0.01713,1,1.10932,0,3323
0.03158,0.02703,0.26904,0.11821,0.02692,0.02329,0,0.70528,0,3324
0.04167,0.03571,0.44109,0.14917,0.03492,0.03024,0,0.80699,0,3325
0.04167,0.0354,0.35131,0.1656,0.04093,0.03521,1,1.41977,0,3326
0.01031,0.00877,1.0,0.06408,0.01605,0.01384,0,1.61091,0,3327
0.02062,0.01739,0.29936,0.08902,0.02295,0.01964,1,0.6883,0,3328
0.03061,0.02586,0.36398,0.13319,0.03561,0.03053,1,1.31579,0,3329
0.03061,0.02564,0.28514,0.1063,0.02769,0.02352,1,0.79938,0,3330
0.0202,0.01695,0.41672,0.05086,0.01346,0.01144,1,0.57111,0,3331
0.02,0.01681,0.56687,0.04762,0.01285,0.01094,1,0.74747,0,3332
0.0099,0.00833,1.0,0.02966,0.00818,0.00697,1,0.84637,0,3333
0.01961,0.01653,0.54639,0.06313,0.01786,0.01525,1,1.01948,0,3334
0.0099,0.0082,1.0,0.01088,0.00307,0.00255,1,0.31244,0,3335
0.01961,0.01626,0.66834,0.03211,0.0092,0.00764,1,0.62961,0,3336
0.02913,0.02419,0.33841,0.04775,0.01385,0.0115,1,0.48187,0,3337
0.03846,0.032,0.48787,0.08918,0.02669,0.02221,1,1.35648,0,3338
0.0381,0.03175,0.2456,0.10229,0.03116,0.02597,1,0.80346,0,3339
0.00952,0.00787,1.0,0.0314,0.00982,0.00816,1,1.03694,0,3340
0.01905,0.01563,0.59839,0.0747,0.02434,0.02009,1,1.54503,0,3341
0.01905,0.0155,0.42656,0.07742,0.02543,0.02077,1,1.1493,0,3342
0.02857,0.02308,0.36466,0.11668,0.03977,0.03231,1,1.54643,0,3343
0.00952,0.00763,1.0,0.02627,0.00874,0.00707,0,0.9348,0,3344
0.00971,0.00758,1.0,0.02394,0.00782,0.00615,0,0.81733,0,3345
0.01942,0.01504,0.47806,0.04489,0.01498,0.01171,1,0.74862,0,3346
0.01042,0.00746,1.0,0.02388,0.00748,0.00543,1,0.73075,0,3347
0.02083,0.01481,0.63607,0.06298,0.02061,0.01479,1,1.27722,0,3348
0.01053,0.00735,1.0,0.03957,0.01321,0.00932,1,1.27687,0,3349
0.02105,0.0146,0.30056,0.05563,0.01888,0.01327,1,0.54869,0,3350
0.03125,0.02174,0.2914,0.07676,0.02644,0.01862,1,0.75073,0,3351
0.03125,0.02158,0.47744,0.07155,0.02537,0.01782,1,1.18721,0,3352
0.03093,0.02143,0.31798,0.07969,0.02873,0.02024,1,0.90355,0,3353
0.03061,0.02128,0.39442,0.09327,0.03443,0.02435,1,1.36174,0,3354
0.0404,0.02817,0.19512,0.11656,0.04243,0.03008,1,0.83697,0,3355
0.02,0.01399,0.59061,0.05379,0.01998,0.01421,1,1.20745,0,3356
0.0198,0.01389,0.52978,0.06523,0.02477,0.01769,1,1.36038,0,3357
0.02941,0.02069,0.6723,0.09101,0.03516,0.02519,1,1.11677,0,3358
0.01,0.00685,1.0,0.01247,0.00485,0.00337,1,0.49461,0,3359
0.0198,0.01361,0.78183,0.0547,0.02183,0.01526,1,1.77248,0,3360
0.0297,0.02027,0.33605,0.08016,0.03281,0.02281,0,1.14745,0,3361
0.03,0.02013,0.27864,0.09577,0.03951,0.02683,1,1.12788,0,3362
0.01042,0.00667,1.0,0.02811,0.01052,0.00687,0,1.04299,0,3363
0.01053,0.00662,1.0,0.02609,0.00914,0.00587,1,0.89698,0,3364
0.02083,0.01316,0.70392,0.08296,0.03023,0.01956,1,2.13249,0,3365
0.03093,0.01961,0.31578,0.11677,0.04357,0.02833,1,1.39813,0,3366
0.03061,0.01948,0.25189,0.1232,0.04591,0.02996,1,1.18878,0,3367
0.02041,0.0129,0.48988,0.06112,0.02258,0.01469,1,1.14161,0,3368
0.01042,0.00641,1.0,0.02276,0.008,0.00509,1,0.81129,0,3369
0.01053,0.00637,1.0,0.01731,0.0059,0.00369,1,0.59003,0,3370
0.02105,0.01266,0.56006,0.03968,0.0134,0.00834,1,0.75114,0,3371
0.02083,0.01258,0.56024,0.05144,0.01691,0.01056,1,0.95694,0,3372
0.01064,0.00625,1.0,0.015,0.00459,0.00278,1,0.45033,0,3373
0.02105,0.01242,0.73137,0.05364,0.01687,0.01026,0,1.22608,0,3374
0.03125,0.01852,0.85592,0.09557,0.03101,0.01896,0,1.44908,0,3375
0.03093,0.0184,0.16352,0.09868,0.03156,0.01934,1,0.52295,0,3376
0.04124,0.02439,0.22284,0.12348,0.04097,0.02474,1,0.91701,0,3377
0.05102,0.0303,0.16213,0.14717,0.04851,0.02939,1,0.79626,0,3378
0.06122,0.03614,0.17993,0.17384,0.05902,0.03561,1,1.07757,0,3379
0.05051,0.02994,0.12646,0.1086,0.03721,0.02249,0,0.47974,0,3380
0.03093,0.01786,0.50734,0.08652,0.03151,0.01856,1,1.60369,0,3381
0.02062,0.01183,0.38577,0.06955,0.02609,0.01524,1,1.00721,0,3382
0.03061,0.01765,0.14541,0.08043,0.03039,0.01779,1,0.44425,0,3383
0.01064,0.00585,1.0,0.02445,0.0094,0.00522,1,0.90165,0,3384
0.02105,0.01163,0.37388,0.03849,0.01493,0.00832,1,0.5384,0,3385
0.01087,0.00578,1.0,0.04467,0.01669,0.009,1,1.57347,0,3386
0.02151,0.01149,0.34708,0.0713,0.02534,0.01373,1,0.83642,0,3387
0.03191,0.01714,0.33424,0.10593,0.03758,0.02048,1,1.20986,0,3388
0.02105,0.01136,0.48663,0.06909,0.02418,0.01324,1,1.14685,0,3389
0.01053,0.00565,1.0,0.0286,0.00957,0.00521,1,0.93142,0,3390
0.02128,0.01124,0.30132,0.04105,0.01402,0.00744,1,0.4017,0,3391
0.02128,0.01117,0.63305,0.03487,0.01172,0.00608,1,0.69298,0,3392
0.02128,0.01111,0.53551,0.04806,0.01603,0.00825,1,0.79892,0,3393
0.02128,0.01105,0.57923,0.06122,0.02038,0.01044,1,1.09979,0,3394
0.01053,0.00549,1.0,0.05092,0.01755,0.00907,0,1.66396,0,3395
0.02105,0.01093,0.36399,0.07779,0.0278,0.01418,1,0.95228,0,3396
0.01042,0.00543,1.0,0.01649,0.00596,0.00305,1,0.5639,0,3397
0.02083,0.01081,0.75758,0.06662,0.02435,0.01245,1,1.76224,0,3398
0.02062,0.01075,0.25801,0.06685,0.0247,0.01267,1,0.61277,0,3399
0.03061,0.01604,0.38988,0.10508,0.03985,0.0206,1,1.51769,0,3400
0.0404,0.02128,0.09301,0.11462,0.04376,0.02267,1,0.39919,0,3401
0.05,0.02646,0.16712,0.13452,0.05208,0.02709,1,0.8612,0,3402
0.01,0.00526,1.0,0.0284,0.01007,0.00518,1,0.99033,0,3403
0.0198,0.01047,0.65561,0.07824,0.02869,0.01489,1,1.88524,0,3404
0.02941,0.01563,0.26503,0.10353,0.03863,0.02016,1,1.03692,0,3405
0.0098,0.00518,1.0,0.03208,0.01134,0.00588,1,1.14854,0,3406
0.01942,0.01031,0.41437,0.05357,0.01921,0.01,1,0.81267,0,3407
0.02885,0.01538,0.31636,0.07646,0.02785,0.01456,1,0.90755,0,3408
0.01905,0.0102,0.65088,0.0663,0.02483,0.01309,0,1.69201,0,3409
0.01887,0.01015,0.31756,0.06292,0.02351,0.01243,1,0.78733,0,3410
0.01869,0.0101,0.51868,0.04141,0.01539,0.00817,1,0.84845,0,3411
0.00952,0.00503,1.0,0.01721,0.00647,0.00336,1,0.67522,0,3412
0.01905,0.01,0.46843,0.03227,0.01221,0.0063,1,0.59503,0,3413
0.01923,0.00995,0.65524,0.04262,0.01662,0.00851,1,1.13091,0,3414
0.02857,0.01485,0.75457,0.05885,0.02319,0.01192,1,0.69849,0,3415
0.0099,0.00503,1.0,0.03292,0.01072,0.00536,1,1.07821,0,3416
0.0098,0.00503,1.0,0.02506,0.00807,0.00409,1,0.81878,0,3417
0.01942,0.01,0.47972,0.04708,0.0154,0.00783,1,0.75494,0,3418
0.02913,0.01493,0.1522,0.05507,0.01827,0.00922,1,0.28252,1,3419
0.03846,0.0198,0.26353,0.07333,0.02465,0.01248,1,0.66423,0,3420
1.0,1.0,1.0,1.0,1.0,1.0,0,0.89688,0,3421
1.0,1.0,0.61213,1.0,1.0,1.0,0,1.41544,0,3422
1.0,1.0,0.30236,1.0,1.0,1.0,0,1.00218,0,3423
0.75,0.75,0.22821,0.77741,0.77741,0.77741,0,0.71485,0,3424
0.8,0.8,0.18065,0.80998,0.80998,0.80998,1,0.69063,0,3425
0.66667,0.66667,0.26382,0.58581,0.58581,0.58581,0,0.86282,0,3426
0.71429,0.71429,0.22553,0.64617,0.64617,0.64617,0,0.95238,0,3427
0.5,0.5,0.24494,0.45165,0.45165,0.45165,0,0.8129,0,3428
0.55556,0.55556,0.24866,0.52295,0.52295,0.52295,0,1.09836,0,3429
0.5,0.5,0.13564,0.47737,0.47737,0.47737,0,0.58478,0,3430
0.27273,0.27273,0.46832,0.3011,0.3011,0.3011,0,1.48257,0,3431
0.25,0.25,0.27704,0.25292,0.25292,0.25292,0,0.7922,0,3432
0.30769,0.30769,0.25669,0.31293,0.31293,0.31293,0,0.98751,0,3433
0.35714,0.35714,0.18446,0.35835,0.35835,0.35835,0,0.87011,0,3434
0.33333,0.33333,0.19306,0.36185,0.36185,0.36185,0,0.98866,0,3435
0.1875,0.1875,0.29251,0.17608,0.17608,0.17608,0,0.7685,0,3436
0.05882,0.05882,1.0,0.08125,0.08125,0.08125,0,1.31958,0,3437
0.11111,0.11111,0.56171,0.1679,0.1679,0.1679,1,1.69116,0,3438
0.15789,0.15789,0.17048,0.19566,0.19566,0.19566,0,0.61877,0,3439
0.1,0.1,0.56652,0.07374,0.07374,0.07374,0,0.80868,0,3440
0.09524,0.09524,0.47689,0.07693,0.07693,0.07693,0,0.73723,0,3441
0.13636,0.13636,0.65572,0.11239,0.11239,0.11239,0,0.80299,0,3442
0.13043,0.13043,0.42073,0.12076,0.12076,0.12076,0,1.1187,0,3443
0.16667,0.16667,0.57646,0.15814,0.15814,0.15814,0,0.97762,0,3444
0.2,0.2,0.22151,0.19439,0.19439,0.19439,0,1.03471,0,3445
0.23077,0.23077,0.1232,0.21581,0.21581,0.21581,0,0.65636,0,3446
0.25926,0.25926,0.18895,0.25335,0.25335,0.25335,0,1.24115,0,3447
0.07143,0.07143,0.52732,0.09614,0.09614,0.09614,0,1.38465,0,3448
0.10345,0.10345,0.28422,0.12938,0.12938,0.12938,0,1.04264,0,3449
0.1,0.1,0.26325,0.11274,0.11274,0.11274,0,0.86729,0,3450
0.09677,0.09677,0.35849,0.09829,0.09829,0.09829,0,1.06733,0,3451
0.125,0.125,0.26009,0.12841,0.12841,0.12841,0,1.04656,0,3452
0.06061,0.06061,0.53204,0.06876,0.06876,0.06876,0,1.18989,0,3453
0.05882,0.05882,0.36001,0.05601,0.05601,0.05601,1,0.66934,0,3454
0.08571,0.08571,0.3211,0.08037,0.08037,0.08037,0,0.87936,0,3455
0.05556,0.05556,0.50974,0.05126,0.05126,0.05126,0,0.91432,0,3456
0.05405,0.05405,0.49267,0.05023,0.05023,0.05023,0,0.88789,0,3457
0.07895,0.07895,0.34961,0.0752,0.0752,0.0752,0,0.96874,0,3458
0.05128,0.05128,0.49079,0.05036,0.05036,0.05036,0,0.9337,0,3459
0.05,0.05,0.50165,0.04839,0.04839,0.04839,0,0.93987,0,3460
0.07317,0.07317,0.35362,0.07293,0.07293,0.07293,0,1.025,0,3461
0.09524,0.09524,0.30431,0.10159,0.10159,0.10159,1,1.26789,0,3462
0.09302,0.09302,0.26346,0.10408,0.10408,0.10408,0,1.15636,0,3463
0.09091,0.09091,0.2149,0.10191,0.10191,0.10191,0,0.94416,0,3464
0.08889,0.08889,0.22319,0.09837,0.09837,0.09837,1,0.9678,0,3465
0.1087,0.1087,0.17399,0.11667,0.11667,0.11667,1,0.91336,0,3466
0.08511,0.08511,0.24866,0.08187,0.08187,0.08187,0,0.93505,1,3467
0.10417,0.10417,0.25825,0.10732,0.10732,0.10732,0,1.30923,0,3468
0.06122,0.06122,0.29697,0.06625,0.06625,0.06625,1,0.94802,0,3469
0.06,0.06,0.24066,0.06079,0.06079,0.06079,0,0.71539,0,3470
0.07843,0.07843,0.39134,0.07471,0.07471,0.07471,0,0.73591,0,3471
0.09615,0.09615,0.52192,0.09322,0.09322,0.09322,0,1.01292,0,3472
0.07547,0.07547,0.24923,0.06377,0.06377,0.06377,1,0.81802,0,3473
0.09259,0.09259,0.21988,0.0803,0.0803,0.0803,0,0.92512,0,3474
0.05455,0.05455,0.42429,0.05641,0.05641,0.05641,0,1.28469,0,3475
0.07143,0.07143,0.24001,0.07292,0.07292,0.07292,0,0.95622,0,3476
0.08772,0.08772,0.12039,0.08208,0.08208,0.08208,1,0.54531,1,3477
0.08621,0.08621,0.17947,0.08078,0.08078,0.08078,0,0.81178,0,3478
0.08475,0.08475,0.13621,0.07365,0.07365,0.07365,0,0.56737,0,3479
0.1,0.1,0.18148,0.08853,0.08853,0.08853,0,0.92356,0,3480
0.11475,0.11475,0.16961,0.10472,0.10472,0.10472,0,1.03946,0,3481
0.12903,0.12903,0.0915,0.11406,0.11406,0.11406,0,0.61721,0,3482
0.14286,0.14286,0.16255,0.13325,0.13325,0.13325,0,1.30928,0,3483
0.125,0.125,0.11762,0.10762,0.10762,0.10762,0,0.77501,0,3484
0.07692,0.07692,0.20188,0.07539,0.07539,0.07539,0,0.94623,0,3485
0.01515,0.01515,1.0,0.01743,0.01743,0.01743,0,1.10283,0,3486
0.02985,0.02985,0.46514,0.0321,0.0321,0.0321,1,0.95907,0,3487
0.04412,0.04412,0.27215,0.04358,0.04358,0.04358,0,0.77097,0,3488
0.04348,0.04348,0.35671,0.04077,0.04077,0.04077,0,0.95933,0,3489
0.02857,0.02857,0.53081,0.0305,0.0305,0.0305,0,1.08532,0,3490
0.04225,0.04225,0.39861,0.0497,0.0497,0.0497,0,1.35521,0,3491
0.04167,0.04167,0.32301,0.05182,0.05182,0.05182,1,1.16443,0,3492
0.05479,0.05479,0.21473,0.06507,0.06507,0.06507,1,0.98575,0,3493
0.05405,0.05405,0.15358,0.05818,0.05818,0.05818,0,0.63604,0,3494
0.05333,0.05333,0.18947,0.04785,0.04785,0.04785,0,0.6513,0,3495
0.02632,0.02632,0.55312,0.02006,0.02006,0.02006,0,0.80612,0,3496
