tran_ratio_count_1D_90D,tran_ratio_count_1D_180D,tran_ratio_amount_10min_1D,tran_ratio_amount_1D_30D,tran_ratio_amount_1D_90D,tran_ratio_amount_1D_180D,isoddhr,Tran_avarage_amount_ratio,Label,transaction_id
0.01646,0.01646,0.12116,0.02182,0.01462,0.01462,0,0.44139,0,791
0.02049,0.02049,0.24146,0.02856,0.01918,0.01918,0,1.15967,0,792
0.02041,0.02041,0.36031,0.03373,0.02255,0.02255,0,2.05085,0,793
0.01626,0.01626,0.23883,0.02824,0.01892,0.01892,0,1.14584,0,794
0.02024,0.02024,0.09535,0.03112,0.02088,0.02088,0,0.50566,0,795
0.02419,0.02419,0.11414,0.03515,0.0235,0.0235,0,0.68334,0,796
0.02811,0.02811,0.17284,0.04219,0.02827,0.02827,0,1.251,0,797
0.02,0.02,0.2618,0.02818,0.01888,0.01888,0,1.27172,0,798
0.0239,0.0239,0.43455,0.03647,0.02451,0.02451,0,1.48407,0,799
0.02778,0.02778,0.06561,0.03914,0.02619,0.02619,0,0.44531,0,800
0.03162,0.03162,0.30123,0.05508,0.03706,0.03706,0,2.92579,0,801
0.02756,0.02756,0.14191,0.05392,0.03566,0.03566,0,1.33312,0,802
0.02745,0.02745,0.09111,0.05473,0.03626,0.03626,0,0.87325,0,803
0.02734,0.02734,0.09786,0.05394,0.03483,0.03483,0,0.90391,0,804
0.03113,0.03113,0.03732,0.05592,0.03613,0.03613,0,0.3581,0,805
0.01163,0.01163,0.29528,0.01053,0.00673,0.00673,0,0.52878,0,806
0.01544,0.01544,0.3879,0.0121,0.00774,0.00774,0,0.27098,0,807
0.01923,0.01923,0.34238,0.01837,0.01172,0.01172,0,1.07342,0,808
0.02299,0.02299,0.38301,0.02954,0.01886,0.01886,0,1.94624,0,809
0.01908,0.01908,0.14188,0.02599,0.01648,0.01648,0,0.6315,0,810
0.02281,0.02281,0.2001,0.03261,0.02052,0.02052,0,1.11343,0,811
0.01136,0.01136,0.28748,0.01456,0.00901,0.00901,0,0.70402,0,812
0.01509,0.01509,0.19007,0.01792,0.0111,0.0111,0,0.57469,0,813
0.01128,0.01128,0.31032,0.01161,0.00679,0.00679,0,0.57534,0,814
0.01498,0.01498,0.27519,0.01635,0.00935,0.00935,0,0.70393,0,815
0.01866,0.01866,0.43137,0.02074,0.01188,0.01188,0,0.70257,0,816
0.01859,0.01859,0.25048,0.02158,0.01239,0.01239,0,0.85436,0,817
0.01852,0.01852,0.14411,0.0209,0.01202,0.01202,0,0.47756,0,818
0.02214,0.02214,0.41471,0.03542,0.02036,0.02036,0,2.34803,0,819
0.01103,0.01103,0.36242,0.02808,0.01584,0.01584,0,1.60614,0,820
0.01465,0.01465,0.1805,0.03422,0.01927,0.01927,0,0.97608,0,821
0.01825,0.01825,0.15697,0.04034,0.02277,0.02277,0,1.00692,0,822
0.01818,0.01818,0.10858,0.04263,0.02359,0.02359,0,0.72321,0,823
0.01812,0.01812,0.11834,0.03119,0.01728,0.01728,0,0.57882,0,824
0.02166,0.02166,0.17708,0.03808,0.02093,0.02093,0,1.05251,0,825
0.02518,0.02518,0.10524,0.04237,0.02333,0.02333,0,0.69911,0,826
0.02867,0.02867,0.15182,0.04459,0.02458,0.02458,0,0.36481,0,827
0.02857,0.02857,0.05458,0.03628,0.02002,0.02002,0,0.31184,0,828
0.02491,0.02491,0.20593,0.02985,0.0164,0.0164,0,0.96738,0,829
0.02837,0.02837,0.12701,0.03441,0.01875,0.01875,0,0.68348,0,830
0.0318,0.0318,0.05905,0.03649,0.0199,0.0199,0,0.3377,0,831
0.03169,0.03169,0.15649,0.03779,0.02054,0.02054,0,0.92682,0,832
0.03509,0.03509,0.26018,0.04286,0.02335,0.02335,0,0.83009,0,833
0.03497,0.03497,0.09712,0.04399,0.02359,0.02359,0,0.66406,0,834
0.02787,0.02787,0.17495,0.03683,0.01968,0.01968,0,1.00116,0,835
0.02431,0.02431,0.17553,0.03466,0.01847,0.01847,0,0.94599,0,836
0.02768,0.02768,0.13405,0.03981,0.02127,0.02127,0,0.83428,0,837
0.01379,0.01379,0.209,0.02293,0.01199,0.01199,0,0.73492,0,838
0.01718,0.01718,0.22364,0.02935,0.01539,0.01539,0,1.01292,0,839
0.01712,0.01712,0.26855,0.03172,0.01632,0.01632,0,1.29532,0,840
0.02048,0.02048,0.1498,0.0371,0.01913,0.01913,0,0.84984,0,841
0.02381,0.02381,0.13453,0.04262,0.02204,0.02204,0,0.88186,0,842
0.02034,0.02034,0.16532,0.03782,0.01918,0.01918,0,0.94575,0,843
0.01689,0.01689,0.25199,0.03494,0.01772,0.01772,0,1.33834,0,844
0.0101,0.0101,0.29691,0.02211,0.01081,0.01081,0,0.96457,0,845
0.01342,0.01342,0.1428,0.02604,0.01258,0.01258,0,0.5412,0,846
0.01672,0.01672,0.26542,0.03025,0.01465,0.01465,0,0.63263,0,847
0.01667,0.01667,0.17978,0.02885,0.01401,0.01401,0,0.76205,0,848
0.01993,0.01993,0.26024,0.03188,0.01551,0.01551,0,0.46104,1,849
0.01987,0.01987,0.1716,0.0274,0.01336,0.01336,0,0.6963,0,850
0.0231,0.0231,0.17984,0.03321,0.01624,0.01624,0,0.88979,0,851
0.02632,0.02632,0.41201,0.04572,0.02251,0.02251,0,1.95355,0,852
0.02951,0.02951,0.09744,0.05127,0.02488,0.02488,0,0.74502,0,853
0.03268,0.03268,0.25173,0.0612,0.02986,0.02986,0,1.57666,0,854
0.03583,0.03583,0.17215,0.07388,0.03585,0.03585,0,1.91789,0,855
0.03571,0.03571,0.15899,0.07991,0.03869,0.03869,0,1.92376,0,856
0.03236,0.03236,0.08556,0.07849,0.03808,0.03808,0,1.02227,0,857
0.03548,0.03548,0.08078,0.0848,0.04129,0.04129,0,1.04997,1,858
0.02894,0.02894,0.01963,0.07451,0.03587,0.03587,0,0.22188,0,859
0.03205,0.03205,0.05551,0.07854,0.0379,0.0379,0,0.66424,0,860
0.02875,0.02875,0.1562,0.07057,0.03406,0.03406,0,1.68852,0,861
0.03185,0.03185,0.0493,0.07396,0.03577,0.03577,0,0.56059,0,862
0.02857,0.02857,0.0787,0.06357,0.03082,0.03082,0,0.77298,0,863
0.02848,0.02848,0.0586,0.05417,0.0263,0.0263,0,0.49201,0,864
0.03155,0.03155,0.21734,0.06902,0.03337,0.03337,0,2.33163,1,865
0.03145,0.03145,0.20021,0.06983,0.034,0.034,0,2.2039,0,866
0.02821,0.02821,0.05674,0.05989,0.02921,0.02921,0,0.53756,0,867
0.03125,0.03125,0.31678,0.08599,0.04219,0.04219,0,4.39243,0,868
0.02804,0.02804,0.03685,0.08331,0.04094,0.04094,0,0.49661,0,869
0.02484,0.02484,0.02949,0.07137,0.03511,0.03511,0,0.34115,0,870
0.02786,0.02786,0.05738,0.07538,0.03717,0.03717,0,0.70413,0,871
0.0216,0.0216,0.0408,0.05619,0.02736,0.02736,0,0.36899,0,872
0.02462,0.02462,0.04079,0.05897,0.02849,0.02849,0,0.38464,0,873
0.0184,0.0184,0.22375,0.01883,0.00892,0.00892,0,0.66167,0,874
0.01835,0.01835,0.24347,0.02061,0.00978,0.00978,0,0.7919,1,875
0.02134,0.02134,0.3053,0.0294,0.01402,0.01402,0,1.42937,0,876
0.01216,0.01216,0.16591,0.02174,0.01034,0.01034,0,0.57346,0,877
0.01515,0.01515,0.17941,0.02637,0.01257,0.01257,0,0.75572,0,878
0.01813,0.01813,0.2024,0.03295,0.01571,0.01571,0,1.06884,0,879
0.01807,0.01807,0.229,0.03722,0.01775,0.01775,0,1.37199,0,880
0.01802,0.01802,0.13117,0.03699,0.01768,0.01768,0,0.78498,0,881
0.02096,0.02096,0.14676,0.04308,0.02066,0.02066,0,1.02931,0,882
0.02388,0.02388,0.23768,0.05577,0.02693,0.02693,0,2.18672,0,883
0.02381,0.02381,0.03379,0.04867,0.02353,0.02353,0,0.27177,0,884
0.02671,0.02671,0.12006,0.05533,0.02665,0.02665,0,1.09735,0,885
0.02367,0.02367,0.1432,0.05496,0.02648,0.02648,0,1.30543,0,886
0.02655,0.02655,0.04479,0.05739,0.02769,0.02769,0,0.42743,0,887
0.02647,0.02647,0.08393,0.05548,0.02678,0.02678,0,0.77644,0,888
0.02933,0.02933,0.14025,0.06395,0.03101,0.03101,0,1.50913,0,889
0.03216,0.03216,0.06612,0.06817,0.03313,0.03313,0,0.76191,0,890
0.01749,0.01749,0.12991,0.0329,0.01577,0.01577,0,0.71374,0,891
0.02035,0.02035,0.13795,0.03797,0.01824,0.01824,0,0.8792,0,892
0.02319,0.02319,0.19115,0.04037,0.01942,0.01942,0,0.41921,0,893
0.01445,0.01445,0.36821,0.02593,0.0125,0.0125,0,1.61674,0,894
0.01441,0.01441,0.31772,0.03137,0.01506,0.01506,0,1.68989,0,895
0.01724,0.01724,0.06313,0.03349,0.01606,0.01606,0,0.35839,0,896
0.02006,0.02006,0.09493,0.03708,0.01772,0.01772,0,0.59547,0,897
0.02286,0.02286,0.2377,0.04372,0.02097,0.02097,0,1.17478,0,898
0.01709,0.01709,0.17897,0.03902,0.01858,0.01858,0,1.18478,0,899
0.01705,0.01705,0.05288,0.03123,0.01481,0.01481,0,0.27936,0,900
0.01983,0.01983,0.05909,0.03376,0.01573,0.01573,0,0.33178,0,901
0.0226,0.0226,0.2023,0.03958,0.0185,0.0185,0,1.00796,0,902
0.02535,0.02535,0.09182,0.04341,0.02033,0.02033,0,0.66954,0,903
0.02809,0.02809,0.07854,0.04694,0.02202,0.02202,0,0.62153,0,904
0.02241,0.02241,0.1073,0.03521,0.0164,0.0164,0,0.63338,0,905
0.01955,0.01955,0.07726,0.02322,0.01066,0.01066,0,0.29668,0,906
0.02228,0.02228,0.09156,0.0255,0.01172,0.01172,0,0.38704,0,907
0.01389,0.01389,0.31048,0.01711,0.00778,0.00778,0,0.87294,0,908
0.01662,0.01662,0.18735,0.02098,0.00955,0.00955,0,0.64819,0,909
0.01657,0.01657,0.47947,0.03268,0.01495,0.01495,0,2.61439,0,910
0.01653,0.01653,0.33213,0.04318,0.01965,0.01965,0,2.3966,0,911
0.01923,0.01923,0.07005,0.04628,0.0211,0.0211,0,0.5435,0,912
0.01644,0.01644,0.08916,0.04653,0.02109,0.02109,0,0.69262,0,913
0.01913,0.01913,0.11678,0.05236,0.02381,0.02381,0,1.02711,0,914
0.0218,0.0218,0.21341,0.06564,0.03007,0.03007,0,2.38621,0,915
0.0163,0.0163,0.08677,0.04618,0.02071,0.02071,0,0.66944,0,916
0.01897,0.01897,0.12742,0.05257,0.02367,0.02367,0,1.12665,0,917
0.01622,0.01622,0.11155,0.03966,0.01775,0.01775,0,0.74101,0,918
0.01887,0.01887,0.06043,0.04291,0.01887,0.01887,0,0.4273,0,919
0.01882,0.01882,0.06453,0.04127,0.01817,0.01817,0,0.43993,0,920
0.02145,0.02145,0.22245,0.04924,0.02178,0.02178,0,1.38472,0,921
0.01337,0.01337,0.22718,0.02312,0.01026,0.01026,0,0.87983,0,922
0.016,0.016,0.16007,0.02741,0.01219,0.01219,0,0.73805,0,923
0.01862,0.01862,0.32483,0.04007,0.01795,0.01795,0,2.21829,0,924
0.01592,0.01592,0.13572,0.03823,0.01718,0.01718,0,0.88895,0,925
0.01852,0.01852,0.08063,0.04162,0.01866,0.01866,0,0.5744,0,926
0.01583,0.01583,0.14196,0.0359,0.01614,0.01614,0,0.87681,0,927
0.01842,0.01842,0.18427,0.044,0.01971,0.01971,0,1.39516,0,928
0.021,0.021,0.13976,0.05078,0.02284,0.02284,0,1.2301,0,929
0.02356,0.02356,0.14509,0.05889,0.02661,0.02661,0,1.4937,0,930
0.02611,0.02611,0.1801,0.06125,0.02772,0.02772,0,0.43962,0,931
0.02604,0.02604,0.09997,0.06267,0.02819,0.02819,0,1.09461,1,932
0.02597,0.02597,0.10993,0.06519,0.02944,0.02944,0,1.26119,0,933
0.0285,0.0285,0.03499,0.06739,0.03048,0.03048,0,0.41601,0,934
0.02842,0.02842,0.06574,0.05845,0.02649,0.02649,0,0.68048,0,935
0.02577,0.02577,0.04478,0.05242,0.02378,0.02378,0,0.41662,0,936
0.02828,0.02828,0.0542,0.05526,0.02511,0.02511,0,0.53316,0,937
0.03077,0.03077,0.10739,0.06149,0.02805,0.02805,0,1.18349,0,938
0.03325,0.03325,0.05032,0.06454,0.02949,0.02949,0,0.58391,0,939
0.03571,0.03571,0.1073,0.06838,0.03132,0.03132,0,0.74079,0,940
0.03562,0.03562,0.0302,0.06537,0.02997,0.02997,0,0.35715,0,941
0.01015,0.01015,0.56857,0.02172,0.00982,0.00982,0,2.21648,0,942
0.01266,0.01266,0.71701,0.03274,0.0149,0.0149,0,2.04478,0,943
0.00758,0.00758,0.07838,0.02569,0.01158,0.01158,0,0.3624,0,944
0.01008,0.01008,0.06208,0.02734,0.01234,0.01234,0,0.30605,0,945
0.01256,0.01256,0.16756,0.03302,0.01479,0.01479,0,0.99232,0,946
0.01504,0.01504,0.08512,0.03616,0.01614,0.01614,0,0.551,0,947
0.0075,0.0075,0.28664,0.01227,0.00539,0.00539,0,0.62012,0,948
0.00748,0.00748,0.32923,0.00991,0.00434,0.00434,0,0.57481,0,949
0.00995,0.00995,0.2867,0.0139,0.00607,0.00607,0,0.70174,0,950
0.00993,0.00993,0.31466,0.01615,0.00685,0.00685,0,0.87083,0,951
0.01238,0.01238,0.26879,0.02211,0.00935,0.00935,0,1.01735,0,952
0.01481,0.01481,0.41524,0.03722,0.01588,0.01588,0,2.68761,1,953
0.01232,0.01232,0.09357,0.0336,0.01427,0.01427,0,0.54478,0,954
0.01229,0.01229,0.09469,0.0327,0.01384,0.01384,0,0.53558,0,955
0.01471,0.01471,0.04619,0.03423,0.0145,0.0145,0,0.2739,0,956
0.01711,0.01711,0.23541,0.04464,0.01888,0.01888,0,1.82584,0,957
0.01707,0.01707,0.08006,0.04361,0.0182,0.0182,0,0.59918,0,958
0.01946,0.01946,0.1813,0.05324,0.02214,0.02214,0,1.65743,0,959
0.01699,0.01699,0.15628,0.03764,0.01557,0.01557,0,1.00699,0,960
0.01695,0.01695,0.09481,0.03815,0.01572,0.01572,0,0.61782,0,961
0.01691,0.01691,0.15638,0.04124,0.01706,0.01706,0,1.10872,0,962
0.01446,0.01446,0.1056,0.03254,0.0134,0.0134,0,0.58917,0,963
0.01683,0.01683,0.04873,0.03429,0.01408,0.01408,0,0.28582,0,964
0.01439,0.01439,0.10482,0.02351,0.00967,0.00967,0,0.42255,0,965
0.01675,0.01675,0.1799,0.02852,0.01176,0.01176,0,0.88427,0,966
0.01671,0.01671,0.10719,0.0255,0.01046,0.01046,0,0.46922,0,967
0.01905,0.01905,0.14821,0.02981,0.01226,0.01226,0,0.76169,0,968
0.02138,0.02138,0.12496,0.03392,0.01399,0.01399,0,0.7339,0,969
0.01896,0.01896,0.27914,0.03331,0.01365,0.01365,0,1.60569,0,970
0.02128,0.02128,0.11338,0.03741,0.01537,0.01537,0,0.73561,0,971
0.02358,0.02358,0.21519,0.04718,0.0195,0.0195,0,1.77898,0,972
0.02353,0.02353,0.05318,0.04616,0.01911,0.01911,0,0.43122,0,973
0.02113,0.02113,0.14637,0.04945,0.02037,0.02037,0,1.269,0,974
0.01874,0.01874,0.22808,0.0534,0.02215,0.02215,0,2.16169,0,975
0.01636,0.01636,0.16026,0.05372,0.02214,0.02214,0,1.52331,0,976
0.01632,0.01632,0.05051,0.04691,0.01936,0.01936,0,0.42022,0,977
0.01395,0.01395,0.07916,0.03578,0.01465,0.01465,0,0.49907,0,978
0.01392,0.01392,0.05798,0.0357,0.01448,0.01448,0,0.36153,0,979
0.01389,0.01389,0.43282,0.04906,0.02015,0.02015,0,3.7894,0,980
0.01386,0.01386,0.12269,0.04266,0.01726,0.01726,0,0.92205,0,981
0.01152,0.01152,0.22475,0.04111,0.01645,0.01645,0,1.6154,0,982
0.01379,0.01379,0.1214,0.04652,0.01868,0.01868,0,0.99308,0,983
0.01376,0.01376,0.13022,0.05053,0.02011,0.02011,0,1.15004,0,984
0.01373,0.01373,0.07876,0.05238,0.0209,0.0209,0,0.72414,0,985
0.01142,0.01142,0.15883,0.03044,0.01209,0.01209,0,0.84643,0,986
0.01367,0.01367,0.20534,0.038,0.01517,0.01517,0,1.37703,0,987
0.01136,0.01136,0.10609,0.0259,0.01036,0.01036,0,0.48631,0,988
0.01361,0.01361,0.15637,0.03056,0.01225,0.01225,0,0.84964,0,989
0.01357,0.01357,0.36871,0.03763,0.01522,0.01522,0,2.5018,0,990
0.01354,0.01354,0.21479,0.04333,0.01725,0.01725,0,1.65805,0,991
0.01577,0.01577,0.38031,0.05427,0.02175,0.02175,0,2.06174,1,992
0.01798,0.01798,0.02964,0.05584,0.0224,0.0224,0,0.2988,0,993
0.01794,0.01794,0.0439,0.05356,0.02144,0.02144,0,0.42397,0,994
0.01119,0.01119,0.2879,0.03447,0.0138,0.0138,0,1.79607,0,995
0.01339,0.01339,0.10739,0.03846,0.01543,0.01543,0,0.7506,0,996
0.00891,0.00891,0.16899,0.01974,0.00788,0.00788,0,0.60409,0,997
0.00889,0.00889,0.12217,0.01978,0.00791,0.00791,0,0.43851,0,998
0.00443,0.00443,0.59497,0.00604,0.00238,0.00238,0,0.64413,0,999
0.00664,0.00664,0.59828,0.0149,0.00591,0.00591,0,1.61238,0,1000
0.00662,0.00662,0.39368,0.02046,0.00813,0.00813,0,1.46513,0,1001
0.00881,0.00881,0.11527,0.02336,0.00918,0.00918,0,0.4849,0,1002
0.01099,0.01099,0.27815,0.03236,0.01268,0.01268,0,1.62087,0,1003
0.01316,0.01316,0.10665,0.03628,0.01417,0.01417,0,0.69568,0,1004
0.01532,0.01532,0.07786,0.03945,0.01534,0.01534,0,0.55078,0,1005
0.01528,0.01528,0.08251,0.03895,0.01518,0.01518,0,0.57823,0,1006
0.01525,0.01525,0.14884,0.03505,0.01371,0.01371,0,0.94349,0,1007
0.01304,0.01304,0.16342,0.02908,0.01132,0.01132,0,0.85736,0,1008
0.01518,0.01518,0.24234,0.03201,0.01249,0.01249,0,0.54648,0,1009
0.01732,0.01732,0.42023,0.04143,0.01626,0.01626,0,1.77742,0,1010
0.01944,0.01944,0.10636,0.04613,0.01816,0.01816,0,0.90102,0,1011
0.02155,0.02155,0.2415,0.05994,0.0238,0.0238,0,2.69716,0,1012
0.02366,0.02366,0.26502,0.06174,0.02454,0.02454,0,0.3575,0,1013
0.02575,0.02575,0.05288,0.06571,0.02588,0.02588,0,0.64351,0,1014
0.02784,0.02784,0.06814,0.07029,0.02772,0.02772,0,0.88991,0,1015
0.02778,0.02778,0.12499,0.06975,0.02765,0.02765,0,1.6339,0,1016
0.02985,0.02985,0.07689,0.07512,0.02988,0.02988,0,1.08884,0,1017
0.0234,0.0234,0.08341,0.06591,0.02617,0.02617,0,1.03683,0,1018
0.02548,0.02548,0.03645,0.06926,0.02713,0.02713,0,0.47021,1,1019
0.02754,0.02754,0.03462,0.07156,0.02808,0.02808,0,0.46259,0,1020
0.0296,0.0296,0.07245,0.07672,0.03021,0.03021,0,1.04372,0,1021
0.02321,0.02321,0.13083,0.06296,0.02482,0.02482,0,1.55403,0,1022
0.02526,0.02526,0.15083,0.07332,0.02911,0.02911,0,2.10987,0,1023
0.01471,0.01471,0.0819,0.0382,0.01511,0.01511,0,0.59565,0,1024
0.01258,0.01258,0.14768,0.03568,0.01403,0.01403,0,0.99904,0,1025
0.00628,0.00628,0.18278,0.01049,0.00404,0.00404,0,0.35667,0,1026
0.00835,0.00835,0.37821,0.01676,0.00649,0.00649,0,1.18694,0,1027
0.01042,0.01042,0.08881,0.01836,0.00712,0.00712,0,0.30588,0,1028
0.01247,0.01247,0.27928,0.02542,0.00985,0.00985,0,1.33465,0,1029
0.01452,0.01452,0.25281,0.03373,0.01313,0.01313,0,1.61691,0,1030
0.01656,0.01656,0.29801,0.03582,0.01397,0.01397,0,0.41178,0,1031
0.01653,0.01653,0.14425,0.03799,0.01486,0.01486,0,1.04712,0,1032
0.01856,0.01856,0.2959,0.0458,0.018,0.018,0,1.56339,0,1033
0.01852,0.01852,0.08027,0.044,0.01733,0.01733,0,0.68281,0,1034
0.02053,0.02053,0.12956,0.05022,0.01986,0.01986,0,1.26606,0,1035
0.02254,0.02254,0.14606,0.05114,0.02024,0.02024,0,0.18889,0,1036
0.02454,0.02454,0.13833,0.05915,0.02341,0.02341,0,1.59906,0,1037
0.02653,0.02653,0.04864,0.06242,0.02458,0.02458,0,0.59108,0,1038
0.02851,0.02851,0.07125,0.06688,0.02642,0.02642,0,0.93223,0,1039
0.01423,0.01423,0.15912,0.03197,0.01261,0.01261,0,0.99534,0,1040
0.00609,0.00609,0.21292,0.01264,0.00493,0.00493,0,0.52146,0,1041
0.0081,0.0081,0.36613,0.01979,0.00776,0.00776,0,1.41456,0,1042
0.00606,0.00606,0.48573,0.01989,0.00753,0.00753,0,1.82855,1,1043
0.00806,0.00806,0.30722,0.02846,0.01083,0.01083,0,1.66942,1,1044
0.01006,0.01006,0.0952,0.03203,0.01196,0.01196,0,0.57176,0,1045
0.01205,0.01205,0.1652,0.03813,0.01429,0.01429,0,1.18852,0,1046
0.01002,0.01002,0.13234,0.03199,0.01202,0.01202,0,0.802,0,1047
0.012,0.012,0.14833,0.03739,0.01408,0.01408,0,1.0555,0,1048
0.00798,0.00798,0.3625,0.02614,0.00942,0.00942,0,1.73207,0,1049
0.00398,0.00398,0.2011,0.01218,0.00427,0.00427,0,0.436,0,1050
0.00596,0.00596,0.29372,0.01723,0.00604,0.00604,0,0.90162,0,1051
0.00794,0.00794,0.42971,0.02988,0.01054,0.01054,0,2.313,0,1052
0.0099,0.0099,0.15342,0.03518,0.01243,0.01243,0,0.97544,0,1053
0.00988,0.00988,0.11392,0.02879,0.01019,0.01019,0,0.59477,0,1054
0.01183,0.01183,0.12894,0.03304,0.01168,0.01168,0,0.77284,0,1055
0.01378,0.01378,0.06804,0.03552,0.01252,0.01252,0,0.43758,0,1056
0.01572,0.01572,0.18061,0.04301,0.01524,0.01524,0,1.41756,0,1057
0.01768,0.01765,0.26095,0.04746,0.01691,0.01687,0,0.85321,0,1058
0.01383,0.0137,0.23937,0.03645,0.01294,0.01284,0,1.58964,0,1059
0.01578,0.01563,0.2133,0.04589,0.01639,0.01626,0,1.80065,0,1060
0.01188,0.0117,0.07839,0.03635,0.01293,0.01273,0,0.51871,0,1061
0.01383,0.01362,0.25483,0.04457,0.01594,0.0157,0,1.5669,0,1062
0.00988,0.00971,0.11172,0.03424,0.012,0.01181,0,0.6887,0,1063
0.01188,0.01163,0.27108,0.04667,0.01647,0.01613,0,2.29255,0,1064
0.01383,0.01354,0.07796,0.05041,0.01783,0.01747,0,0.71503,0,1065
0.01188,0.01158,0.11372,0.03571,0.01272,0.01241,0,0.74188,0,1066
0.00994,0.00963,0.07353,0.02687,0.00939,0.00911,0,0.35225,0,1067
0.00794,0.00769,0.3157,0.01482,0.00517,0.00502,0,0.83465,0,1068
0.00792,0.00768,0.58502,0.01472,0.00515,0.005,0,0.70778,0,1069
0.00988,0.00958,0.31469,0.02149,0.0075,0.00728,0,1.21069,0,1070
0.00986,0.00956,0.22915,0.02239,0.00784,0.00761,0,0.92315,0,1071
0.01183,0.01145,0.14897,0.02644,0.00921,0.00892,0,0.70517,0,1072
0.01183,0.01143,0.20948,0.03076,0.01077,0.01043,0,1.16101,1,1073
0.01378,0.01331,0.09922,0.03403,0.01194,0.01156,0,0.6105,0,1074
0.01572,0.01518,0.09215,0.03771,0.01314,0.01272,0,0.62454,0,1075
0.01183,0.01136,0.14367,0.02636,0.00915,0.00881,0,0.67519,0,1076
0.01378,0.01323,0.30161,0.03732,0.01305,0.01257,0,2.02955,0,1077
0.01179,0.01132,0.04628,0.02987,0.01037,0.00998,0,0.24752,0,1078
0.01373,0.01318,0.1618,0.03569,0.01234,0.01189,0,1.03237,0,1079
0.01566,0.01504,0.17763,0.04323,0.01497,0.01442,0,1.37825,0,1080
0.01563,0.01501,0.16308,0.04376,0.01517,0.01461,0,1.28564,0,1081
0.01559,0.01498,0.15633,0.0475,0.01655,0.01594,0,1.34771,0,1082
0.01559,0.01495,0.15428,0.05168,0.01811,0.01744,0,1.45867,0,1083
0.01375,0.01306,0.13074,0.04252,0.01495,0.01429,0,1.01525,0,1084
0.01375,0.01304,0.10125,0.04559,0.01617,0.01537,0,0.84697,0,1085
0.01572,0.01487,0.12377,0.05169,0.01843,0.01751,0,1.18157,0,1086
0.00789,0.00742,0.12085,0.01913,0.00672,0.00634,0,0.4184,0,1087
0.00984,0.00926,0.24719,0.02257,0.00784,0.0074,0,0.58106,0,1088
0.01179,0.01109,0.16862,0.02702,0.00942,0.00889,0,0.82005,0,1089
0.01378,0.01292,0.27682,0.03699,0.01305,0.01225,0,1.86162,0,1090
0.01575,0.01473,0.13675,0.04272,0.01513,0.01416,0,1.06528,0,1091
0.01375,0.01287,0.22074,0.04134,0.01472,0.01379,0,1.67917,0,1092
0.01569,0.01468,0.06331,0.04417,0.0157,0.01471,0,0.51416,0,1093
0.01575,0.01465,0.09113,0.04216,0.01479,0.01381,0,0.69584,1,1094
0.01768,0.01645,0.156,0.04525,0.01591,0.01485,0,0.58687,0,1095
0.01961,0.01825,0.1122,0.05086,0.01788,0.0167,0,1.0391,0,1096
0.01373,0.01275,0.11392,0.03467,0.01215,0.01134,0,0.71747,0,1097
0.0137,0.01273,0.34497,0.04349,0.01533,0.01432,0,2.75569,0,1098
0.01563,0.01452,0.07965,0.04707,0.01663,0.01553,0,0.69138,0,1099
0.01566,0.01449,0.09892,0.04206,0.01492,0.01389,0,0.76852,0,1100
0.01563,0.01447,0.16229,0.04664,0.01659,0.01544,0,1.40547,0,1101
0.01758,0.01625,0.08763,0.05127,0.01817,0.0169,0,0.83177,0,1102
0.01949,0.01802,0.18602,0.05711,0.02032,0.0189,0,1.14735,0,1103
0.0214,0.01978,0.16343,0.06752,0.02419,0.02251,0,2.07847,0,1104
0.01748,0.01616,0.11318,0.06209,0.02225,0.0207,0,1.32677,0,1105
0.01938,0.01792,0.30399,0.07779,0.02817,0.02623,0,3.21391,0,1106
0.01938,0.01789,0.04756,0.07776,0.02814,0.02618,0,0.71009,0,1107
0.02128,0.01964,0.02798,0.07982,0.02893,0.02692,0,0.42973,0,1108
0.01931,0.01783,0.05541,0.06657,0.02372,0.02207,0,0.69877,0,1109
0.01156,0.01068,0.12133,0.03832,0.01363,0.01269,0,0.88083,0,1110
0.01346,0.01243,0.14101,0.04531,0.01584,0.01474,0,1.19183,0,1111
0.01538,0.01418,0.06951,0.04865,0.0171,0.01582,0,0.63137,0,1112
0.01344,0.01239,0.31158,0.03516,0.01237,0.01145,0,2.05601,0,1113
0.01152,0.0106,0.07321,0.03171,0.01109,0.01022,0,0.43118,0,1114
0.01341,0.01235,0.1921,0.03621,0.0127,0.0117,0,0.86678,0,1115
0.0153,0.01408,0.24167,0.0472,0.01668,0.01537,0,2.15335,0,1116
0.01527,0.01406,0.16154,0.05203,0.01827,0.01685,0,1.58202,0,1117
0.01341,0.01228,0.15011,0.04835,0.01703,0.0156,0,1.36366,0,1118
0.01338,0.01226,0.08503,0.04896,0.01729,0.01584,0,0.78554,0,1119
0.00768,0.00699,0.25487,0.02636,0.00942,0.00857,0,1.27624,0,1120
0.00768,0.00698,0.16662,0.02205,0.00773,0.00702,0,0.68484,0,1121
0.0096,0.00871,0.11736,0.02491,0.00879,0.00795,0,0.54651,0,1122
0.01149,0.01043,0.11643,0.0281,0.00994,0.00899,0,0.61364,0,1123
0.01338,0.01215,0.19587,0.03471,0.01233,0.01115,0,1.28381,0,1124
0.01527,0.01386,0.08622,0.03793,0.01348,0.01219,0,0.61844,0,1125
